,,sfh_0,sfh_1,sfh_2,zh_0,zh_1,zh_2,sigma,logL,logL_birth,nlive
labels,,$sfh_0$,$sfh_1$,$sfh_2$,$zh_0$,$zh_1$,$zh_2$,$\sigma$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,
1996,0.0,0.5417554,1.7612166,11.579408,0.0003357976,7.166228e-05,6.3687854e-05,1.4884198e-06,73642.96,72961.27,54
1997,0.0,0.069561064,1.7092874,11.811864,0.004868758,7.934308e-05,5.9016744e-05,1.2446963e-06,73646.06,73321.73,53
1998,0.0,2.1665215,2.0522745,11.404141,0.002423478,6.101377e-05,5.955466e-05,9.734472e-07,73647.66,68069.56,52
1999,0.0,0.0893779,2.9968255,11.367082,0.01124667,5.8282705e-05,5.799202e-05,1.111003e-06,73662.04,73321.73,51
2000,0.0,0.83437794,2.6137638,11.380546,0.005048324,5.8763788e-05,5.335909e-05,9.2650794e-07,73662.516,73662.04,100
2001,0.0,0.48759437,1.7043265,11.874583,0.0049225846,7.097414e-05,6.199876e-05,9.837709e-07,73674.17,73662.04,99
2002,0.0,1.5211145,2.2077413,11.279263,0.0005060032,7.24573e-05,5.601288e-05,1.308592e-06,73676.94,73662.04,98
2003,0.0,0.22558224,2.0666327,11.811841,0.0038107384,5.7844984e-05,6.831187e-05,1.180358e-06,73681.34,72043.52,97
2004,0.0,0.7708647,3.0609756,11.207175,0.0032881652,5.660338e-05,5.2616986e-05,1.4825856e-06,73681.9,73662.04,96
2005,0.0,0.26531792,2.4379885,11.544116,0.0074145,6.182163e-05,5.8561433e-05,1.113365e-06,73682.82,68843.234,95
2006,0.0,1.5651432,1.9662062,11.68493,0.0044059767,5.7322904e-05,5.844661e-05,1.2371333e-06,73684.016,72961.27,94
2007,0.0,0.22115164,1.5307807,11.955984,0.0045715757,7.834419e-05,6.002766e-05,1.1017369e-06,73689.3,73321.73,93
2008,0.0,0.043640465,1.8650361,11.784608,0.003994701,6.552751e-05,7.343771e-05,1.2967233e-06,73690.4,73662.04,92
2009,0.0,0.65037113,2.3732915,11.675137,0.0034617109,5.7922472e-05,5.05852e-05,1.0129077e-06,73693.516,73662.04,91
2010,0.0,2.3555014,1.644861,11.513149,0.0013528249,7.01214e-05,5.7988673e-05,9.3923416e-07,73698.63,73321.73,90
2011,0.0,0.04682927,1.5339565,11.998371,0.0024839872,5.401555e-05,8.240489e-05,1.1142404e-06,73700.51,73662.04,89
2012,0.0,0.662454,1.6636579,11.700807,0.0028188105,5.3384236e-05,8.498455e-05,1.3085782e-06,73705.734,73662.04,88
2013,0.0,0.5287903,2.653059,11.224927,0.00018214203,5.842359e-05,6.877803e-05,1.3365154e-06,73705.945,73662.04,87
2014,0.0,1.9595382,1.1655761,11.882631,0.00031739465,7.170463e-05,6.392812e-05,1.1932268e-06,73709.29,73321.73,86
2015,0.0,1.4999044,1.5435416,11.524301,0.0009847567,5.175969e-05,8.563676e-05,1.0707862e-06,73721.22,72670.78,85
2016,0.0,0.5490158,1.1761487,11.86588,0.0016223714,8.098156e-05,7.281369e-05,1.0049954e-06,73724.41,73662.04,84
2017,0.0,1.4115198,1.225599,11.864123,0.0008483874,8.540365e-05,5.2655512e-05,1.3829217e-06,73735.766,73321.73,83
2018,0.0,1.4746222,2.273926,11.286019,0.00041642436,6.909681e-05,5.7058725e-05,1.2689636e-06,73737.14,73662.04,82
2019,0.0,0.024892483,2.5543582,11.521969,0.008645285,5.1831525e-05,7.021268e-05,1.2466708e-06,73738.86,73321.73,81
2020,0.0,0.60142964,2.7176092,11.407691,0.004834075,6.586049e-05,5.1818166e-05,1.0733503e-06,73750.914,73662.04,80
2021,0.0,0.8866233,2.818777,11.304446,0.0045761466,5.1054314e-05,6.0361854e-05,1.409675e-06,73756.586,73321.73,79
2022,0.0,0.49965528,3.0804365,11.2371235,0.003967843,5.628384e-05,5.255802e-05,1.5061936e-06,73758.34,72961.27,78
2023,0.0,0.23572454,2.9997885,11.428569,0.0026734725,5.074265e-05,5.6392717e-05,1.39711e-06,73762.78,73662.04,77
2024,0.0,0.6040299,2.4085524,11.206306,0.00051050045,5.549971e-05,7.5966585e-05,1.5062626e-06,73769.03,73662.04,76
2025,0.0,0.04990218,2.7969356,11.412508,0.008815994,6.0152983e-05,6.069569e-05,1.0079667e-06,73775.29,73662.04,75
2026,0.0,0.40377477,2.2363625,11.4364605,0.0010999824,7.409068e-05,5.969428e-05,1.4015486e-06,73777.64,72670.78,74
2027,0.0,1.3336012,1.2710204,11.828922,0.0014273009,8.033408e-05,6.159708e-05,1.2578765e-06,73784.27,73662.04,73
2028,0.0,1.4927031,2.136405,11.352087,0.0011702009,6.054669e-05,6.306285e-05,1.4643955e-06,73794.67,73662.04,72
2029,0.0,0.05676548,1.7943335,11.729544,0.0025056289,8.2215425e-05,5.514188e-05,1.3338154e-06,73798.33,73662.04,71
2030,0.0,0.38986158,2.097677,11.39671,0.00049558503,5.2359384e-05,8.57714e-05,1.4923878e-06,73803.76,73662.04,70
2031,0.0,0.006181198,2.3090477,11.474503,0.0047146413,6.0220842e-05,7.212915e-05,1.2416411e-06,73809.31,73662.04,69
2032,0.0,0.67146534,2.729827,11.495886,0.00677783,5.066876e-05,5.739345e-05,1.2609405e-06,73811.13,73662.04,68
2033,0.0,0.274613,3.41839,10.988412,0.00039679403,5.497637e-05,5.103099e-05,1.5975078e-06,73813.266,73321.73,67
2034,0.0,1.1043273,1.6788769,11.789571,0.00020929992,6.579207e-05,6.298771e-05,1.1886498e-06,73814.85,73321.73,66
2035,0.0,0.33557567,1.6434805,11.823563,0.0007350325,6.8744426e-05,6.787143e-05,1.3864785e-06,73824.44,72961.27,65
2036,0.0,0.06457555,1.6339282,11.876332,0.0013287807,8.936087e-05,5.261803e-05,1.2207846e-06,73830.62,73662.04,64
2037,0.0,0.09405621,2.6296482,11.544533,0.009154511,5.3250944e-05,6.499248e-05,1.1791659e-06,73838.336,73662.04,63
2038,0.0,1.0160863,2.2770514,11.441118,0.0024881156,6.940665e-05,5.5976267e-05,8.8272805e-07,73842.45,73662.04,62
2039,0.0,0.3819032,1.9389751,11.731117,0.003782456,6.6952794e-05,5.9654187e-05,1.0761045e-06,73849.47,72354.59,61
2040,0.0,0.2822541,2.2117634,11.505523,0.0025948775,5.2888103e-05,7.78366e-05,1.4071978e-06,73849.77,73321.73,60
2041,0.0,0.60838807,2.7279959,11.207451,0.0010938811,6.90679e-05,5.4027296e-05,1.2548314e-06,73859.836,73321.73,59
2042,0.0,0.8057594,1.6135123,11.738627,0.0026712692,7.205436e-05,6.5240085e-05,1.2281492e-06,73884.984,73321.73,58
2043,0.0,0.5137973,2.768793,11.3748,0.003094642,5.7205943e-05,5.1582672e-05,1.4477864e-06,73887.79,73662.04,57
2044,0.0,0.941119,2.6934602,11.054828,0.0012424556,6.723984e-05,5.6479526e-05,1.2435697e-06,73900.22,73662.04,56
2045,0.0,2.1438115,1.7061924,11.701004,0.0023154707,6.612696e-05,5.4792872e-05,1.0039746e-06,73906.36,73662.04,55
2046,0.0,0.60660356,1.4953231,11.711156,0.00079405034,5.283716e-05,9.2344955e-05,1.3390668e-06,73907.27,73321.73,54
2047,0.0,0.003058877,2.9921994,11.349373,0.0017153864,5.1759005e-05,6.0566934e-05,1.4058904e-06,73911.414,72354.59,53
2048,0.0,1.2491655,2.3396385,11.301553,0.001086412,7.3651194e-05,5.0641283e-05,1.3395894e-06,73911.82,73321.73,52
2049,0.0,1.876905,1.8412262,11.567694,0.00045714766,5.9725746e-05,6.444112e-05,1.1434172e-06,73914.734,73662.04,51
2050,0.0,0.328697,2.6526694,11.248081,0.0018427923,5.598609e-05,7.201141e-05,9.632662e-07,73917.92,73662.04,100
2051,0.0,0.6745671,2.6763375,11.454428,0.0071696364,5.6787183e-05,5.6881265e-05,1.0856814e-06,73921.35,73914.734,99
2052,0.0,0.1746673,2.7919176,11.402007,0.0064063324,6.666565e-05,5.203206e-05,1.2488046e-06,73926.88,73914.734,98
2053,0.0,0.27271435,1.6614567,11.657471,0.00020245058,5.3640415e-05,8.902367e-05,1.4289355e-06,73928.2,72670.78,97
2054,0.0,0.21120504,2.1750834,11.779942,0.0031380123,6.3234176e-05,5.8056426e-05,1.069139e-06,73929.24,73914.734,96
2055,0.0,1.4262191,1.8512937,11.678899,0.001778302,6.971904e-05,5.2429103e-05,1.3477137e-06,73935.1,73662.04,95
2056,0.0,0.9436283,2.7285154,11.159881,0.0017017702,6.35984e-05,5.2505016e-05,1.4472193e-06,73937.2,73662.04,94
2057,0.0,0.24500214,2.0422506,11.749304,0.0034951116,6.1296574e-05,6.8625304e-05,9.909795e-07,73941.28,73662.04,93
2058,0.0,0.8522123,2.4945734,11.54906,0.0049128383,5.6401826e-05,5.4269374e-05,1.255361e-06,73955.37,73914.734,92
2059,0.0,1.1464483,1.437192,11.849013,0.0023265993,6.5103166e-05,7.11123e-05,1.0832526e-06,73961.04,73662.04,91
2060,0.0,0.5311731,2.423662,11.548616,0.00041106765,6.539856e-05,5.0235853e-05,1.3067583e-06,73962.766,72961.27,90
2061,0.0,1.0344381,1.2371914,11.827995,0.00013214463,7.11685e-05,6.8226014e-05,1.1289566e-06,73975.89,73914.734,89
2062,0.0,1.3338803,1.756232,11.744838,0.0012987948,6.864206e-05,5.32441e-05,1.3207529e-06,73975.92,73914.734,88
2063,0.0,0.122317486,2.25758,11.743335,0.0022950335,6.567396e-05,5.402716e-05,1.1553522e-06,73982.03,73662.04,87
2064,0.0,1.1615067,2.292724,11.587539,0.00028625753,5.6391964e-05,5.0050476e-05,1.0403195e-06,73987.27,73321.73,86
2065,0.0,1.1593723,2.9595993,10.869868,0.00045642443,6.140695e-05,5.6863773e-05,1.377441e-06,73990.79,73321.73,85
2066,0.0,0.73874897,2.5705328,11.25082,0.0013611462,6.436607e-05,5.7235608e-05,1.4246253e-06,74003.695,73914.734,84
2067,0.0,0.12658936,2.4452116,11.336665,0.0030576666,7.4976546e-05,5.7277903e-05,1.0139061e-06,74004.086,73914.734,83
2068,0.0,0.16317071,2.6639092,11.253212,0.0008781669,6.225751e-05,6.726385e-05,1.0388402e-06,74015.055,73662.04,82
2069,0.0,0.33666652,2.6665266,11.431406,0.0030525161,6.6891385e-05,5.3484087e-05,1.1125738e-06,74015.91,72961.27,81
2070,0.0,0.02538415,1.8574435,11.812029,0.0027287507,8.0048856e-05,5.51854e-05,1.2168058e-06,74018.516,72670.78,80
2071,0.0,0.86506146,2.317079,11.430958,0.0015353502,5.6856563e-05,6.348264e-05,1.4378792e-06,74023.336,73662.04,79
2072,0.0,0.45889363,2.053424,11.7778635,0.003244842,5.0450773e-05,7.089035e-05,1.134618e-06,74033.25,73914.734,78
2073,0.0,0.22586629,3.1826632,11.223525,0.005816661,5.655249e-05,5.3338565e-05,1.3219053e-06,74035.14,72670.78,77
2074,0.0,1.4712915,1.1428465,11.926681,0.00025275844,6.951503e-05,6.9909234e-05,1.117285e-06,74036.56,73914.734,76
2075,0.0,0.6662609,1.5127765,11.812603,0.001673888,8.27942e-05,5.913984e-05,1.0843896e-06,74046.81,73321.73,75
2076,0.0,0.6488544,2.6326437,11.201418,0.0012756833,5.6587458e-05,6.2785286e-05,1.4346599e-06,74053.69,73662.04,74
2077,0.0,1.6438551,2.541131,11.408316,0.003621903,5.5497738e-05,5.020939e-05,1.3045596e-06,74055.98,73914.734,73
2078,0.0,1.41259,1.6757977,11.708509,0.0007937251,7.0331e-05,5.549032e-05,1.3356782e-06,74059.8,73914.734,72
2079,0.0,1.1720874,2.2375586,11.532656,0.0034607074,5.0103557e-05,6.426341e-05,1.0737692e-06,74069.48,73321.73,71
2080,0.0,1.2038778,2.4857419,11.196632,0.0003702373,5.516006e-05,6.586581e-05,1.4711055e-06,74075.85,73321.73,70
2081,0.0,0.36742344,2.7792141,11.326723,0.0035928753,5.211369e-05,6.7035144e-05,1.2486514e-06,74083.4,72354.59,69
2082,0.0,0.37619156,1.4008368,11.783892,0.0006329246,6.614932e-05,8.7216154e-05,1.0395893e-06,74092.73,72961.27,68
2083,0.0,0.82331,1.5446401,11.794981,0.001599456,5.2074756e-05,8.1108505e-05,9.608136e-07,74096.94,72961.27,67
2084,0.0,0.66486925,1.606148,11.855948,0.00051772967,7.087862e-05,6.1421284e-05,9.35041e-07,74098.42,73914.734,66
2085,0.0,1.8668128,1.6999943,11.556354,0.0016513503,7.096551e-05,5.475607e-05,1.1506685e-06,74101.56,73914.734,65
2086,0.0,0.31805924,1.5961473,11.880189,0.0006803055,7.79117e-05,5.724858e-05,9.310878e-07,74112.09,73914.734,64
2087,0.0,0.16605036,2.4707143,11.569758,0.0048323385,5.3320353e-05,6.9579335e-05,1.1022306e-06,74112.26,73914.734,63
2088,0.0,0.6310373,1.2881899,11.879577,0.0005968447,7.775434e-05,7.004648e-05,1.1447792e-06,74113.31,72670.78,62
2089,0.0,1.3291956,2.2943974,11.377229,0.0018695331,5.242533e-05,6.220839e-05,1.2736009e-06,74114.21,73914.734,61
2090,0.0,0.32353055,2.0214508,11.57433,0.0019456592,7.8973324e-05,5.1245403e-05,1.2097606e-06,74117.586,73321.73,60
2091,0.0,0.86172813,2.5334604,11.449969,0.003428811,5.7245343e-05,5.560544e-05,1.3203348e-06,74126.93,73914.734,59
2092,0.0,0.9572717,1.6550008,11.609597,0.00010170048,7.641938e-05,6.0381633e-05,1.4143577e-06,74133.29,73662.04,58
2093,0.0,0.048698694,2.3288112,11.603778,0.005042956,6.552435e-05,5.7878067e-05,9.425953e-07,74156.2,73914.734,57
2094,0.0,1.0682566,1.7685852,11.597051,0.00076091965,7.719158e-05,5.396787e-05,1.3288469e-06,74171.055,73321.73,56
2095,0.0,1.0928669,2.9585817,11.169353,0.0032087008,5.1587685e-05,5.6433993e-05,1.3201658e-06,74171.51,73662.04,55
2096,0.0,0.32819775,2.524264,11.495638,0.0027810978,6.83116e-05,5.3165542e-05,1.198708e-06,74173.78,73914.734,54
2097,0.0,0.011652816,2.0438058,11.581834,0.0027275095,7.446444e-05,6.501637e-05,1.1389487e-06,74176.516,73914.734,53
2098,0.0,0.8913689,2.4513738,11.424798,0.0026304764,6.772087e-05,5.330093e-05,1.0227355e-06,74186.375,73914.734,52
2099,0.0,0.4916816,2.2509005,11.603343,0.0044198097,5.579328e-05,6.5511354e-05,1.0633045e-06,74193.04,73914.734,51
2100,0.0,0.50512016,1.8482922,11.618708,0.0005774346,7.8354606e-05,5.842425e-05,1.3234092e-06,74193.05,73914.734,100
2101,0.0,0.54199743,2.0590496,11.7290945,0.0023058278,6.625206e-05,5.7969548e-05,1.0388954e-06,74200.53,73914.734,99
2102,0.0,0.29142684,2.5810745,11.509215,0.0046511684,5.7539786e-05,6.202135e-05,1.1134897e-06,74202.47,74193.04,98
2103,0.0,1.5264271,1.7433203,11.489149,0.0011267894,5.2391406e-05,8.012767e-05,9.3702204e-07,74206.01,74193.04,97
2104,0.0,1.2077333,1.5918236,11.740467,0.0017058965,7.824565e-05,5.2508105e-05,1.1381492e-06,74207.45,74193.04,96
2105,0.0,0.9279432,1.905229,11.639779,0.00011399311,5.7153673e-05,7.3466785e-05,1.1941502e-06,74209.83,72043.52,95
2106,0.0,0.14601125,3.4402473,10.955151,0.0032869922,5.3276646e-05,5.932394e-05,1.125789e-06,74211.22,74193.04,94
2107,0.0,0.5597209,2.0530696,11.70059,0.0011387127,6.385443e-05,5.50014e-05,1.1249028e-06,74211.78,74193.04,93
2108,0.0,0.15764377,2.285729,11.654446,0.001108453,6.856494e-05,5.233463e-05,1.1983082e-06,74215.18,72961.27,92
2109,0.0,0.5094731,2.919034,11.239071,0.0011936103,5.4686967e-05,5.358201e-05,1.4659319e-06,74231.5,72961.27,91
2110,0.0,0.48525697,2.7018344,11.143747,0.00072761095,6.993079e-05,5.466427e-05,1.3544834e-06,74234.71,73914.734,90
2111,0.0,0.32518733,1.4755282,11.831116,0.0010989264,8.635009e-05,5.6349763e-05,1.0320953e-06,74236.34,74193.04,89
2112,0.0,1.0085571,2.0501335,11.675953,0.002024926,5.5302095e-05,6.377198e-05,1.202427e-06,74248.77,74193.04,88
2113,0.0,0.38383234,2.6232467,11.437639,0.004989336,5.3585198e-05,6.596216e-05,1.0430552e-06,74256.11,72961.27,87
2114,0.0,0.19540447,3.0535269,11.058342,0.0016340745,5.5303957e-05,6.347641e-05,1.3169644e-06,74256.16,74193.04,86
2115,0.0,0.67708474,1.6091081,11.6992855,0.00018764172,7.610928e-05,6.405602e-05,1.3192549e-06,74256.76,74193.04,85
2116,0.0,0.035315394,2.839161,11.141831,0.0010167368,6.2091e-05,6.59008e-05,9.0573695e-07,74260.12,74193.04,84
2117,0.0,0.60719895,2.7796226,10.98458,0.00045485978,6.0066515e-05,6.666688e-05,1.2590002e-06,74269.29,74193.04,83
2118,0.0,1.4061393,1.8089832,11.6901455,0.0011084686,5.6972967e-05,6.710133e-05,1.1063407e-06,74271.59,73321.73,82
2119,0.0,0.6689305,2.3857062,11.388624,0.00012231454,7.257949e-05,5.3879256e-05,1.2888364e-06,74277.6,74193.04,81
2120,0.0,1.3837215,2.0718431,11.317084,0.0005913464,7.3691466e-05,5.543848e-05,1.2851701e-06,74277.88,74193.04,80
2121,0.0,1.7635748,1.4907787,11.709957,0.0012189114,5.2109834e-05,7.762094e-05,1.1344966e-06,74278.59,74193.04,79
2122,0.0,0.44728038,2.509217,11.471434,0.004530037,6.903511e-05,5.185622e-05,9.290195e-07,74281.44,74193.04,78
2123,0.0,0.38053197,2.9552708,11.2258215,0.0025165188,6.178556e-05,5.2072213e-05,1.3489176e-06,74281.484,72961.27,77
2124,0.0,0.08715553,3.5427456,10.974054,0.0017541657,5.2439293e-05,5.40163e-05,1.398418e-06,74283.0,74193.04,76
2125,0.0,0.9571827,2.0983462,11.388797,0.00036642695,6.115528e-05,6.892593e-05,1.376656e-06,74292.9,73914.734,75
2126,0.0,0.35216415,2.0782697,11.601167,0.0030985172,6.662985e-05,6.591261e-05,1.0296574e-06,74296.83,73662.04,74
2127,0.0,1.0809385,2.2436082,11.486782,0.0033409672,5.5824e-05,6.4428146e-05,1.0013558e-06,74299.695,73914.734,73
2128,0.0,0.31927904,1.9444149,11.7477255,0.0014779194,7.158275e-05,5.4921577e-05,1.1381833e-06,74314.445,73914.734,72
2129,0.0,1.1645355,2.1364899,11.625943,0.0006561164,5.351736e-05,5.9816375e-05,8.2031323e-07,74315.99,74193.04,71
2130,0.0,0.5313748,1.6070613,11.669622,0.00041681438,6.413559e-05,7.466989e-05,8.6314515e-07,74324.7,73914.734,70
2131,0.0,1.1955612,2.7947454,11.253377,0.0015693867,5.562239e-05,5.1027382e-05,1.3885449e-06,74333.62,72961.27,69
2132,0.0,1.5094963,2.7304096,11.172552,0.0014229991,5.5343782e-05,5.6833527e-05,8.8521165e-07,74339.164,74193.04,68
2133,0.0,0.22477975,2.9080615,11.076852,0.0015105656,6.9231275e-05,5.4180557e-05,1.1757895e-06,74341.625,74193.04,67
2134,0.0,2.2438505,1.9281197,11.392787,0.00048435584,5.3276497e-05,6.681182e-05,1.3394599e-06,74342.375,74193.04,66
2135,0.0,0.6285731,2.9655323,10.865298,0.00018349536,6.698806e-05,5.988796e-05,1.1940402e-06,74345.16,73662.04,65
2136,0.0,0.130374,2.4652596,11.430652,0.003744759,6.05827e-05,6.516341e-05,1.0959072e-06,74351.664,74193.04,64
2137,0.0,0.63971287,1.5804969,11.602052,0.0004001404,8.054487e-05,6.357541e-05,8.792351e-07,74351.76,73914.734,63
2138,0.0,0.15131083,2.4388483,11.504312,0.0009005411,6.8497364e-05,5.2357784e-05,1.320666e-06,74352.76,74193.04,62
2139,0.0,0.9073653,1.8904399,11.636212,5.4856897e-05,5.8159458e-05,7.367341e-05,1.2175453e-06,74355.59,74193.04,61
2140,0.0,0.18755989,2.1791923,11.5727005,0.0001876195,6.2708255e-05,6.432743e-05,1.3333001e-06,74356.61,73914.734,60
2141,0.0,0.13870162,2.3612056,11.593536,0.0024297952,6.6817e-05,5.2934643e-05,1.2233746e-06,74361.28,73662.04,59
2142,0.0,0.917374,2.9052775,11.147736,0.0012471776,5.5976285e-05,5.4469267e-05,1.3898101e-06,74362.305,74193.04,58
2143,0.0,0.48023826,2.3619313,11.413034,0.001930423,6.670409e-05,5.828457e-05,1.2547265e-06,74369.516,73914.734,57
2144,0.0,0.317167,1.5241706,11.82574,0.0007437086,6.6760695e-05,7.417318e-05,9.3559174e-07,74372.43,74193.04,56
2145,0.0,0.072595045,3.3118403,11.032037,0.0037565024,5.4191496e-05,6.017798e-05,1.0259095e-06,74375.32,73662.04,55
2146,0.0,1.8565743,1.6169899,11.59809,0.0010011535,5.3387346e-05,7.552828e-05,1.1382824e-06,74383.31,73914.734,54
2147,0.0,0.70705765,2.3189847,11.431924,0.00043617046,6.390922e-05,5.7064808e-05,1.3738404e-06,74393.52,74193.04,53
2148,0.0,0.7172099,2.5970554,11.276256,0.001960512,6.2785526e-05,5.456607e-05,1.2648634e-06,74396.484,74193.04,52
2149,0.0,0.1956354,2.94143,11.26457,0.0021213347,5.571882e-05,5.2173506e-05,1.2658467e-06,74396.53,74193.04,51
2150,0.0,0.47299436,3.5007741,10.713362,0.00011681434,5.834365e-05,5.0208637e-05,1.5474579e-06,74399.93,74396.53,100
2151,0.0,1.9762156,1.5888779,11.552447,0.00034847303,5.3856056e-05,7.87388e-05,1.1478851e-06,74403.99,74193.04,99
2152,0.0,2.0123982,1.3305663,11.532937,0.0001926072,5.6992136e-05,8.36102e-05,1.1829142e-06,74414.21,74396.53,98
2153,0.0,1.0513992,1.766873,11.495606,0.00042184547,6.457027e-05,7.121933e-05,1.2314528e-06,74431.68,74396.53,97
2154,0.0,0.05736224,1.8365524,11.691627,0.0018338112,6.875949e-05,6.938294e-05,9.929739e-07,74439.06,74396.53,96
2155,0.0,1.39833,2.0404189,11.3440485,0.0002104048,6.280381e-05,6.417329e-05,1.3722533e-06,74458.19,74396.53,95
2156,0.0,0.39766085,2.7854304,11.238116,0.00247858,5.2128828e-05,6.7801026e-05,7.610222e-07,74465.484,73914.734,94
2157,0.0,0.17961666,2.7941487,11.2211685,0.0025361087,5.181457e-05,6.6696026e-05,1.1469676e-06,74489.68,74193.04,93
2158,0.0,1.6162658,1.5177714,11.535937,0.00010503338,5.427137e-05,8.188423e-05,1.2330718e-06,74491.8,74396.53,92
2159,0.0,0.49390715,2.0227845,11.554963,0.000755182,5.6774075e-05,7.729641e-05,7.847334e-07,74496.38,73662.04,91
2160,0.0,0.041762684,3.5069065,11.144334,0.006522984,5.5297667e-05,5.058755e-05,9.2402337e-07,74496.484,74396.53,90
2161,0.0,0.74762344,2.352399,11.324093,0.0012412174,5.4705004e-05,7.378316e-05,9.90915e-07,74497.45,74396.53,89
2162,0.0,0.48606747,1.7488892,11.659905,0.0011563054,7.568937e-05,6.254673e-05,1.0516375e-06,74503.56,73321.73,88
2163,0.0,0.33672732,2.2576926,11.432071,0.0018791709,5.6301298e-05,7.420943e-05,1.1100141e-06,74506.484,73914.734,87
2164,0.0,1.1013613,3.1629333,10.681281,0.00013755503,5.4930802e-05,6.4943e-05,1.2894421e-06,74511.81,73914.734,86
2165,0.0,0.52791625,2.846307,11.068487,0.00033083226,6.660659e-05,5.1539184e-05,1.4148617e-06,74521.086,73914.734,85
2166,0.0,1.0786862,2.931601,10.770293,9.095257e-05,6.8585825e-05,5.8854668e-05,1.1887289e-06,74521.52,74396.53,84
2167,0.0,0.073337615,2.880435,11.1298895,0.0015719241,5.5629996e-05,6.620445e-05,1.2340499e-06,74526.59,74193.04,83
2168,0.0,0.10034687,2.3363826,11.438565,0.0021245894,5.7663972e-05,7.4834286e-05,9.927729e-07,74530.24,74396.53,82
2169,0.0,1.0630791,2.27339,11.301489,0.00090380345,6.1461455e-05,6.351048e-05,1.213538e-06,74531.67,74193.04,81
2170,0.0,0.95912015,3.4047813,10.898528,0.00010833626,5.1597253e-05,5.4018623e-05,1.2828048e-06,74535.46,74396.53,80
2171,0.0,0.5165629,2.3702404,11.377969,0.001713947,6.0877097e-05,6.618625e-05,1.1329471e-06,74541.445,74396.53,79
2172,0.0,0.55537033,2.4678226,11.365912,0.00010740733,7.222151e-05,5.2288273e-05,1.2751448e-06,74543.49,74396.53,78
2173,0.0,0.7293087,2.6722481,10.983981,0.00025476076,5.9945523e-05,7.004983e-05,1.1112223e-06,74548.266,74396.53,77
2174,0.0,0.1374463,3.081324,11.12215,0.0017632716,5.3518594e-05,5.9306847e-05,1.3341659e-06,74553.91,74193.04,76
2175,0.0,1.6922287,1.7001476,11.586235,0.0009284264,5.7754874e-05,7.094248e-05,1.0559878e-06,74554.93,73914.734,75
2176,0.0,0.06557392,3.3319538,11.250227,0.00613064,5.4975306e-05,5.182566e-05,9.0411646e-07,74556.21,74396.53,74
2177,0.0,2.225303,2.5347772,11.239684,0.000968675,5.4427608e-05,5.2685766e-05,1.1214555e-06,74557.95,74193.04,73
2178,0.0,0.24837023,1.7290734,11.590519,0.000423465,6.415628e-05,8.0968355e-05,8.2310294e-07,74563.734,74193.04,72
2179,0.0,0.62253356,2.5060236,11.263119,0.0006033134,5.9562422e-05,6.5160595e-05,1.2726257e-06,74567.43,74396.53,71
2180,0.0,0.66684777,2.2617896,11.444866,7.899296e-05,7.32554e-05,5.4523207e-05,1.2679913e-06,74578.19,73914.734,70
2181,0.0,0.38668734,2.1680396,11.5001545,0.0016140859,5.987915e-05,6.72561e-05,1.1031273e-06,74578.57,73914.734,69
2182,0.0,0.7165865,1.6930066,11.5625,0.00044518957,8.142052e-05,5.811092e-05,8.954009e-07,74579.06,74396.53,68
2183,0.0,0.74145055,3.1503296,10.776091,0.00013872079,5.9244183e-05,6.3787345e-05,1.1615299e-06,74583.64,74396.53,67
2184,0.0,0.57455397,3.233844,10.933994,0.000526742,5.3103875e-05,5.960113e-05,1.2674914e-06,74584.625,73914.734,66
2185,0.0,0.0074310508,3.4742749,11.154776,0.006146322,5.5292185e-05,5.1299186e-05,9.4801766e-07,74584.83,74193.04,65
2186,0.0,1.4933655,1.6704203,11.568244,0.00028264048,6.634832e-05,6.6192675e-05,1.2189661e-06,74590.555,73662.04,64
2187,0.0,0.17021717,3.0384743,11.183877,0.0021865729,6.42851e-05,5.2676827e-05,1.0552623e-06,74601.734,73914.734,63
2188,0.0,0.8261027,2.8104677,11.205112,0.0012484493,5.457878e-05,5.6504956e-05,1.3245983e-06,74613.266,74396.53,62
2189,0.0,0.26891834,2.1638358,11.288868,0.00029980525,7.44054e-05,6.7074965e-05,9.902457e-07,74617.37,74396.53,61
2190,0.0,1.6801686,1.50442,11.72644,0.00060196413,6.8388574e-05,5.817192e-05,8.8850146e-07,74622.61,74396.53,60
2191,0.0,0.5719848,2.2712283,11.336456,0.00014633717,6.0485138e-05,7.584826e-05,8.939119e-07,74628.695,74396.53,59
2192,0.0,0.59520376,2.8568704,10.970699,0.0001819839,7.224374e-05,5.3777105e-05,1.2144121e-06,74639.8,74396.53,58
2193,0.0,1.7735999,1.5169072,11.54794,0.00026786877,5.0449547e-05,8.512393e-05,1.1767639e-06,74640.61,74193.04,57
2194,0.0,0.2495193,4.028599,10.610145,0.001592211,5.0167295e-05,5.1664905e-05,1.1622266e-06,74651.625,74396.53,56
2195,0.0,0.96535844,1.940388,11.554618,0.000970306,5.1581857e-05,7.58971e-05,1.1377628e-06,74651.91,73662.04,55
2196,0.0,0.9169045,3.232281,10.995744,0.000106076215,5.335069e-05,5.4656117e-05,1.2395946e-06,74657.47,73662.04,54
2197,0.0,1.634668,1.8056796,11.389246,0.00025413616,5.0859388e-05,8.2693776e-05,1.1915403e-06,74662.055,73321.73,53
