,,sfh_0,sfh_1,sfh_2,zh_0,zh_1,zh_2,sigma,logL,logL_birth,nlive
labels,,$sfh_0$,$sfh_1$,$sfh_2$,$zh_0$,$zh_1$,$zh_2$,$\sigma$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,
169,0.0,8.212421,5.662722,9.928285,0.01726346,0.017050596,0.0075469613,7.880342e-06,35358.74,32531.648,81
170,0.0,3.7212124,2.023745,11.646823,0.01989309,0.014498479,0.003763346,6.3198067e-06,35364.887,32531.648,80
171,0.0,8.917986,8.331268,4.54034,0.008862991,0.014966194,0.013385952,9.669802e-06,35587.52,-55371.668,79
172,0.0,0.011184789,0.32631585,11.137345,0.015188216,0.01496168,0.0045561357,5.633763e-06,35729.81,32531.648,78
173,0.0,4.253398,1.5453578,7.0229454,0.003933082,0.008940662,0.015537879,9.596488e-06,35891.37,10698.625,77
174,0.0,2.124871,5.641554,9.510582,0.014048667,0.01675144,0.004173751,6.997159e-06,36015.305,32531.648,76
175,0.0,2.8450925,5.162568,6.0993495,0.006594774,0.018694958,0.011592615,9.898348e-06,36399.02,32531.648,75
176,0.0,2.4981878,0.44793412,7.8911476,0.013135576,0.010114424,0.0022613495,8.374924e-06,36420.984,32531.648,74
177,0.0,9.979193,9.774547,5.104432,0.00022694883,0.019510014,0.0013980729,9.076722e-06,36770.54,32531.648,73
178,0.0,6.526633,8.6436,5.3567476,0.0019065982,0.009537593,0.01518785,8.6266455e-06,36806.836,32531.648,72
179,0.0,4.3159456,4.2929378,8.659688,0.018649954,0.009420984,0.005979681,6.9561997e-06,36853.402,,71
180,0.0,6.297312,6.5354567,6.888672,0.011264822,0.009461703,0.011489929,8.011673e-06,36885.48,,70
181,0.0,8.221682,1.2551564,6.7679224,0.004137748,0.010394171,0.010575031,9.456264e-06,36958.508,,69
182,0.0,6.268538,9.024264,3.84629,0.0073039695,0.009604903,0.004393103,9.231184e-06,37043.867,10698.625,68
183,0.0,9.352008,3.3508382,10.818204,0.016539762,0.0145927025,0.0019084478,8.009984e-06,37069.688,32531.648,67
184,0.0,3.8153894,9.293761,5.31567,0.0038882252,0.004715223,0.004930452,7.718495e-06,37186.145,-55371.668,66
185,0.0,10.645148,9.716837,4.3590393,0.0059806895,0.0022120345,0.000698551,7.673533e-06,37694.14,-55371.668,65
186,0.0,11.393685,11.066394,1.8889257,0.005151495,0.002072259,0.00075988297,7.939528e-06,37776.16,32531.648,64
187,0.0,5.014042,7.5349092,10.587236,0.017734207,0.019688211,0.017973956,8.860579e-06,37800.254,32531.648,63
188,0.0,4.0631213,0.25667983,6.7729526,0.00017978666,0.005391898,0.004099572,9.540662e-06,37808.637,10698.625,62
189,0.0,7.903376,1.7399411,11.264035,0.010668268,0.010533191,0.0012448857,7.3821766e-06,37883.727,32531.648,61
